shoe_name,shoe_price,shoe_category,shoe_nColors
Tenis EQ21 Run,"$2,399",Hombre Running,10
Tenis adidas Court Funk,"$1,579",Sportswear,4
Tenis Questar,"$1,500",Running,4
Tenis Forum Low,"$2,399",Hombre Originals,11
Tenis Ozelle Cloudfoam,"$1,279",Sportswear,7
Tenis Duramo RC,"$1,299",Running,6
Tenis Forum Low Classic,"$2,399",Hombre Originals,10
Tenis Samba OG,"$2,199",Originals,2
Tenis Stan Smith Peter Pan and Tinker Bell,"$2,399",Hombre Originals,10
Calzado X Crazyfast.3 Césped artificial,"$2,199",Fútbol,3
Tenis Superstar XLG,"$2,599",Originals,7
Tenis Questar,"$1,899",Running,9
Tenis NMD_R1,"$3,399",Originals,31
Tenis Multix,"$1,999",Sportswear,6
Tenis Stan Smith x André Saraiva,"$2,499",Originals,10
Tenis Duramo SL,"$1,269",Running,6
Tenis OwnTheGame,"$1,499",Sportswear,7
Tenis Stan Smith,"$2,299",Originals,10
Tenis Stan Smith,"$2,299",Originals,10
Tenis de Senderismo Terrex AX4 GORE-TEX,"$3,199",TERREX,5
Tenis Ozelle Cloudfoam,"$1,579",Sportswear,7
Calzado de Fútbol X Speedportal.3 Pasto Sintético,"$1,599",Fútbol,1
Tenis Lite Racer 3.0,"$1,026",Sportswear,8
Tenis Ultraboost Light 23,"$3,999",Running,21
Tenis Run 60s 3.0 Lifestyle Running,"$1,499",Sportswear,5
Tenis Lite Racer Adapt 4.0 Cloudfoam,Unknown,Sportswear,3
Calzado X Crazyfast Messi.4 Multiterreno,"$1,172",Fútbol,1
Calzado Copa Pure II.3 Terreno Firme,"$1,078",Fútbol,3
Tenis Response,"$1,241",Running,5
Sandalias Adilette Aqua (UNISEX),$799,Yoga,15
Tenis Run 60s 3.0 Lifestyle Running,"$1,499",Sportswear,8
Midcity Mid Shoes,"$1,999",Sportswear,2
Tenis Racer TR23,"$1,579",Sportswear,11
Tenis Run 70s,"$1,421",Sportswear,3
Tenis Stan Smith,"$2,599",Originals,12
Tenis Multix,"$1,999",Hombre Sportswear,6
Tenis Ultraboost Light,"$3,999",Running,21
Tenis Adi2000,Unknown,Originals,2
Calzado X Crazyfast.4 Multiterreno,"$1,599",Fútbol,3
Tenis de Running Switch Move,Unknown,Running,7
Tenis Court Revival Cloudfoam Modern Lifestyle Court Comfort,"$1,737",Sportswear,4
Sandalias Adilette Aqua (UNISEX),$599,Sportswear,15
Tenis Ultraboost 1.0,"$2,751",Sportswear,6
Tenis Midcity Low,"$1,899",Sportswear,4
Sandalias Adilette Aqua (UNISEX),$799,Sportswear,15
Tenis Courtblock,"$1,199",Sportswear,10
Tenis Top Ten RB,"$1,816",Hombre Originals,12
Tenis NMD_S1,"$2,359",Originals,11
Tenis Gazelle,"$2,399",Originals,14
Tenis de Senderismo Eastrail 2.0,"$2,299",Hombre TERREX,3
Tenis Ozelle Cloudfoam,"$1,999",Sportswear,7
Calzado de Fútbol Copa Pure.2 Terreno Firme,"$2,737",Fútbol,1
Tenis NMD_R1,"$3,399",Originals,31
Tenis de Running Switch FWD,"$2,239",Running,4
Tenis Superstar Conchas,"$2,399",Originals,3
Tenis Ultraboost Light,"$3,999",Running,21
Tenis Duramo SL,"$1,499",Running,11
Tenis NMD_S1,"$3,999",Originals,11
Tenis de Senderismo Terrex AX4 GORE-TEX,"$3,199",TERREX,5
Tenis Gazelle,"$2,099",Originals,3
Tenis ZNSORED Hi,"$2,599",Sportswear,3
Tenis Hoops 3 Mid,"$1,599",Sportswear,10
Calzado de Fútbol X Speedportal.3 Terreno Firme Sin Cordones,"$1,471",Fútbol,2
Tenis A.Blondey Winterhill Originals,"$2,069",Originals,1
Tenis Fluidflow 3.0,"$1,579",Sportswear,3
Tenis de Senderismo Eastrail 2.0,"$2,299",TERREX,4
Tenis de Running 4DFWD 3,"$5,499",Running,4
Tenis Advantage,"$1,599",Sportswear,12
Tenis OZWEEGO,Unknown,Originals,12
Tenis Racer TR21 Cloudfoam,"$1,279",Hombre Sportswear,8
Tenis Gazelle 85,"$2,599",Originals,5
Tenis Advantage Base,"$1,299",Sportswear,5
Tenis X_PLORBOOST,"$2,559",Running,17
Tenis X_PLR Path,"$1,299",Sportswear,6
Tenis Barricade para Tenis,"$3,999",Hombre Tennis,5
Tenis de Senderismo Terrex AX4 GORE-TEX,"$3,299",TERREX,5
Tenis de Running Switch FWD,"$3,499",Running,6
Sandalias Adilette Aqua (UNISEX),$799,Sportswear,15
NY 90,"$1,699",Originals,7
Tenis Runfalcon 2.0,"$1,399",Running,17
Tenis Top 10 2000,"$2,685",Originals,2
Tenis NMD_S1,"$3,999",Originals,11
100DB MID,"$1,775",Sportswear,1
Tenis Running Switch Run,"$2,199",Running,5
Tenis Gamecourt 2.0 para Tenis,"$1,899",Tennis,4
Calzado de Fútbol de Futsal Predator Accuracy.4 Cancha Cubierta,"$1,399",Fútbol,2
Tenis NMD_V3,"$3,599",Originals,14
Calzado X Crazyfast.3 Cancha Cubierta,"$2,199",Fútbol,3
Tenis adidas Grand Court Base Lifestyle Court Casual,"$1,399",Sportswear,7
Tenis Crazy 1,"$2,764",Basketball,1
Tenis de Senderismo Terrex AX4 GORE-TEX,"$3,399",TERREX,5
Tenis Gazelle 85,"$2,599",Originals,5
Tenis Runfalcon 2.0,"$1,399",Running,17
Tenis Adimatic,"$1,954",Originals,1
Tenis de Running Alphabounce+ Sustainable Bounce,"$1,999",Hombre Sportswear,10
Tenis Ultimashow,"$1,104",Sportswear,2
Tenis Supernova Running 3,"$2,399",Running,8
Tenis EQ21 Run,"$1,699",Running,10
Tenis Runner 4D FWD Y-3,"$5,933",Y-3,1
Calzado de Fútbol Predator Accuracy.4 Pasto Sintético,"$1,399",Fútbol,3
Tenis Midcity Mid,"$1,799",Sportswear,3
Calzado de Fútbol X Speedflow.1 Terreno Firme,"$6,499",Fútbol,3
Tenis Advantage,"$1,599",Sportswear,12
Tenis Superstar ADV,"$2,399",Originals,23
Tenis Supernova 2.0,"$2,399",Running,4
Tenis X_PLR Phase,"$2,399",Sportswear,5
Calzado de fútbol X Speedportal+ Terreno Firme,"$9,999",Fútbol,2
Sandalias Adilette,$999,Hombre Originals,23
Tenis Forum Mod Low,"$2,499",Originals,2
Tenis Dropset Trainer,"$2,899",Hombre Training,2
Calzado de Fútbol Predator Accuracy.1,Unknown,Fútbol,3
Tenis adidas Court Funk,Unknown,Sportswear,4
Tenis Racer TR21 Cloudfoam,Unknown,Hombre Sportswear,8
Tenis Ultraboost Light 23 adidas by Stella McCartney,Unknown,adidas by Stella McCartney,2
Tenis Supernova 2.0,Unknown,Running,4
Tenis Courtblock,Unknown,Sportswear,8
Tenis adidas Grand Court Cloudfoam Comfort,"$1,699",Sportswear,10
Tenis Adifom Q,"$2,799",Originals,2
Tenis adidas Grand Court Cloudfoam Lifestyle Court Comfort,"$1,699",Hombre Sportswear,10
Calzado de Fútbol Predator Freak+ Terreno Blando,Unknown,Hombre Fútbol,1
Calzado de Fútbol Copa Pure II.4 Pasto Sintético,"$1,399",Fútbol,1
Calzado de fútbol Copa Pure.1 Terreno Firme,"$6,999",Fútbol,2
Tenis Gamecourt 2.0 para Tenis,"$1,899",Tennis,4
Tenis de Trail Running Terrex Trailrider,"$2,599",Hombre TERREX,3
Tenis RUN50S,"$1,099",Sportswear,3
Tenis NMD_V3,"$3,599",Originals,14
Sandalias Adilette,$999,Hombre Originals,23
Tenis Tennis Hu,Unknown,Hombre Originals,5
Tenis Racer TR23,"$1,279",Sportswear,5
Tenis Adiease,"$1,799",Originals,2
Tenis AlphaEdge +,"$1,599",Sportswear,3
Tenis Y-3 Ultraboost Light 23,"$5,549",Y-3,1
Tenis Indoor Ligra 7,"$1,999",Hombre Handball,2
Tenis Top Ten RB,"$2,299",Hombre Originals,12
Tenis Stan Smith Lux,"$2,276",Originals,2
Tenis Supernova+,"$2,799",Hombre Running,3
Calzado de fútbol Predator Accuracy.2,"$3,107",Fútbol,3
Tenis Court adidas by STella McCartney,"$2,659",adidas by Stella McCartney,1
Tenis Ultraboost 5.0 DNA,Unknown,Hombre Running,1
Tenis Coreracer,"$1,199",Sportswear,3
Sandalias Adilette,$999,Hombre Originals,23
Tenis Advantage,"$1,599",Sportswear,6
Tenis Hyperturf,"$3,199",Originals,9
Tenis Adizero Adios 7,"$3,499",Hombre Running,5
Tenis Ultraboost 22,"$3,999",Running,7
Calzado de fútbol Predator Accuracy.1 Low Terreno Firme,"$7,499",Fútbol,3
Tenis Puig,"$2,299",Originals,2
Tenis Web Boost,"$3,499",Hombre Sportswear,3
Tenis Hyperturf,"$3,199",Originals,9
Tenis Postmove Super,"$1,699",Hombre Sportswear,5
PREDATOR FREAK .1 SG,"$7,999",Hombre Fútbol,1
VL COURT BASE,"$1,299",Sportswear,2
Tenis adidas D.O.N. Issue 3 x LEGO®,Unknown,Basketball,2
Tenis 4DFWD X Parley,"$3,421",Running,3
Tenis Ultraboost 22,"$3,999",Hombre Running,7
Tenis Trainer V,"$1,899",Hombre Training,2
Tenis Rivalry Low,"$2,199",Hombre Originals,2
Tenis Rapidmove,"$2,099",Training,3
Tenis NMD_V3,"$3,599",Originals,14
Zapatillas de Ciclismo de Montaña Five Ten Hellcat,"$3,999",Five Ten,1
Tenis Tyshawn Remastered,"$1,923",Originals,1
Tenis QT Racer 3,"$1,399",Sportswear,4
Tenis Bounce Legends,"$1,405",Basketball,4
Calzado de Fútbol Copa Pure.3 Terreno Firme,"$2,199",Fútbol,3
Tenis Stan Smith Peter Pan and Tinker Bell,Unknown,Hombre Originals,10
Tenis Solarglide 5,"$3,199",Hombre Running,3
Tenis Dame 8,Unknown,Basketball,1
Tenis Forum 84 High,"$3,299",Originals,2
Sandalias Adilette Cloudfoam Plus Logo,Unknown,Sportswear,5
Tenis Country XLG,"$1,999",Originals,3
Tenis ZX 8000,"$2,799",Hombre Originals,2
Tenis Adizero RC 5,"$2,299",Running,6
Tenis Stan Smith,Unknown,Originals,10
Tenis Racer TR23,"$1,999",Sportswear,5
Tenis Advantage,"$1,599",Sportswear,6
Calzado de Fútbol X Speedflow.1 Terreno Firme,"$6,999",Fútbol,3
Calzado de Fútbol X Speedflow.1 Terreno Firme,"$6,999",Fútbol,3
Calzado de Fútbol Predator Edge+ Terreno Blando,"$10,999",Fútbol,2
Calzado de Fútbol Nemeziz 17+ 360 Agility Terreno Firme,Unknown,Hombre Fútbol,1
Tenis Harden Vol.5 Floral,Unknown,Basketball,1
Calzado de Fútbol X Speedportal.3 Pasto Sintético Sin Cordones,Unknown,Fútbol,1
Tenis Rivalry Low 86,"$2,699",Originals,5
Calzado de fútbol Predator Precision.1 Terreno Firme,"$7,499",Fútbol,1
Tenis OZNOVA,"$3,199",Hombre Originals,3
Tenis Nora,"$1,579",Originals,1
Tenis Grand Court Alpha,"$1,799",Sportswear,3
Tenis Gazelle Indoor,Unknown,Originals,2
Tenis de Senderismo adidas AX2S,"$2,099",Hombre TERREX,1
Tenis Ultra Boost Speed Sleek Adidas by Stella McCartney,"$3,539",adidas by Stella McCartney,1
Calzado de Fútbol X Speedportal.3 Terreno Firme,"$1,999",Fútbol,1
Tenis Handball Spezial,"$2,299",Handball,1
COPA PURE.3 TF,"$2,099",Fútbol,1
Tenis D Rose 773 22,Unknown,Basketball,1
Tenis Ultra 4D,"$4,999",Hombre Running,2
Tenis Ozelia,"$2,899",Originals,2
Tenis adidas adidas Court Tourino,"$1,025",Originals,3
Tenis Entrap,"$1,175",Sportswear,2
Tenis Country XLG,"$1,999",Originals,3
Tenis NMD_R1,Unknown,Originals,31
Sandalias Adilette Comfort,"$1,399",Sportswear,5
Tenis Adistar CS,"$3,499",Hombre Running,2
Tenis adidas Court Plataforma,Unknown,Sportswear,5
Tenis AlphaEdge+,"$1,119",Sportswear,6
Tenis Rivalry High,Unknown,Originals,1
Calzado de Fútbol X 19+ Terreno Firme,"$7,999",Fútbol,1
Calzado de Fútbol Copa Gloro Cancha Cubierta,"$1,999",Fútbol,2
Tenis Swift Run 22,"$2,299",Sportswear,4
Tenis EQ19 Run,"$1,699",Running,3
Tenis Lite Racer 2.0,"$1,269",Sportswear,2
Tenis Rivalry Low 86,"$2,699",Originals,5
Tenis Ultraboost 1.0,"$4,299",Sportswear,1
Tenis NMD_R1,Unknown,Hombre Originals,31
Tenis Adifom Q,Unknown,Originals,2
Tenis Y-3 Ajatu Court Low,Unknown,Y-3,1
Tenis Forum Exhibit Low,Unknown,Hombre Originals,1
Tenis Barricade para Tenis,Unknown,Hombre Tennis,5
Tenis de Running adidas 4DFWD Pulse 2,"$3,611",Running,1
Tenis de Running Lite Racer 3.0 adidas x Disney Mickey Mouse,Unknown,Hombre Sportswear,7
Tenis para jugar tenis CourtJam Bounce,Unknown,Hombre Tennis,1
Tenis CourtJam Control para Tenis,"$2,199",Hombre Tennis,1
Tenis Nora,"$1,999",Originals,1
CAMPUS 00s,"$2,499",Originals,10
Tenis ZX 22 BOOST,"$2,899",Originals,3
Tenis Park St.,"$1,103",Sportswear,6
Tenis Forum Mid x KSENIASCHANIDER,"$2,899",Originals,1
Tenis Nizza,Unknown,Originals,1
Tenis Nizza Hi XY22,"$3,299",Originals,1
Tenis Trae Young 1,Unknown,Basketball,3
Icon V,Unknown,Hombre Baseball,1
Tenis Advantage Base adidas Court Lifestyle,Unknown,Sportswear,6
Calzado de Fútbol Predator Accuracy.3 Cancha Cubierta,"$2,299",Fútbol,1
Tenis Response Super 2.0,Unknown,Hombre Running,1
Calzado de Fútbol Predator 24 Elite,"$6,999",Fútbol,1
Tenis Runfalcon 2.0,"$1,299",Hombre Running,3
Tenis Forum 84 High,"$3,299",Originals,1
Tenis de Running Switch Move,"$1,399",Running,7
Tenis de Trail Running Terrex Speed flow,"$2,799",TERREX,2
Tenis de Trail Running Terrex Agravic Flow 2.0 GORE-TEX,"$3,999",Hombre TERREX,2
Tenis Craig Green Squash Polta AKH,Unknown,Hombre Originals,1
Calzado de Fútbol Predator Accuracy+ Terreno Blando,"$10,999",Fútbol,2
Tenis Galaxy 5,Unknown,Hombre Running,1
Calzado de Ciclismo de Ruta,"$3,299",Ciclismo,3
Tenis QT Racer 3,"$1,399",Sportswear,4
Tenis Agent Gil Restomod,"$3,599",Originals,1
Tenis Forum Exhibit Low,Unknown,Originals,2
Tenis Donovan Mitchell D.O.N. Issue #3 - Team Collection,Unknown,Basketball,2
Calzado de Fútbol Predator Accuracy.4 Multiterreno Ajuste Tipo Calcetín,"$1,499",Fútbol,1
Tenis Trainer V,Unknown,Hombre Training,2
Tenis ZX 5K Boost Kawasaki,Unknown,Hombre Originals,1
Calzado de Fútbol Predator Edge+ Terreno Blando,"$10,999",Fútbol,2
Calzado de Fútbol X 19.1 Terreno Firme,Unknown,Fútbol,1
Tenis Court Revival,"$1,737",Sportswear,2
Tenis Adizero Adios Pro 3,Unknown,Running,1
Tenis NMD_R1 TR,Unknown,Hombre Originals,1
SUPERSTAR 82,"$2,799",Originals,1
Tenis de Senderismo Terrex AX4,"$2,899",TERREX,2
Tenis adidas Grand Court,"$1,599",Hombre Sportswear,1
Tenis Trae Young 1,Unknown,Basketball,3
Tenis Alphabounce+,"$1,579",Sportswear,10
Tenis NMD_R1 V3,Unknown,Originals,14
Tenis NMD_R1,Unknown,Originals,31
Tenis de Senderismo Terrex Skychaser Tech GORE-TEX,"$5,499",TERREX,1
Tenis Forum Low Classic,Unknown,Originals,10
Tenis de Senderismo Terrex AX3,"$2,699",Hombre TERREX,1
Tenis Ozelle Cloudfoam,Unknown,Hombre Sportswear,7
Tenis Rivalry Low,"$2,199",Originals,1
Tenis Forum Millencon,Unknown,Originals,1
Tenis Response Super 3.0,"$2,199",Hombre Running,7
Tenis Web Boost,Unknown,Hombre Sportswear,3
Tenis Superstar Tony's Chocolonely,"$2,499",Originals,1
Tenis Alphatorsion 360,Unknown,Hombre Running,1
FREE HIKER 2.0 GORE-TEX,"$5,499",TERREX,4
Tenis Ultraboost 22 Made with Nature,"$4,299",Running,1
Tenis ULTRA4D HURRICANES,Unknown,Hombre Running,2
Tenis Alphaboost V1,Unknown,Sportswear,8
Tenis Adimatic,Unknown,Hombre Originals,5
Tenis Ultraboost 22,Unknown,Running,7
Tenis Forum 84 Hi,Unknown,Hombre Originals,1
Tenis adidas Court Vision 3,Unknown,Basketball,2
Calzado De Fútbol Predator Accuracy.3 Terreno Firme,"$2,099",Fútbol,4
Tenis Supernova Tokio,Unknown,Hombre Running,2
Tenis Crazychaos Shadow,"$1,999",Hombre Sportswear,2
Calzado de Futbol Predator Accuracy.Terreno Suave,"$9,999",Fútbol,1
Tenis adidas SLTN,"$2,599",Originals,5
Tenis X9000L2,"$2,299",Hombre Sportswear,3
Tenis 4DFWD,Unknown,Hombre Running,1
Tenis adidas 4DFWD x Parley,Unknown,Running,3
Tenis Adizero Adios Pro 3,"$4,999",Running,1
Tenis adidas Court Vision 3,Unknown,Basketball,2
Tenis Supernova,"$2,199",Hombre Running,2
Tenis De Running Adizero Lightstrike Corte Bajo,"$3,199",Running,1
Tenis Park Street,"$1,599",Sportswear,3
Tenis Duramo Speed,"$1,517",Running,10
Tenis Midcity Low,"$1,899",Sportswear,4
Tenis Tyshawn x Spitfire,Unknown,Hombre Originals,1
Tenis ZX 1K Boost 2.0,"$2,199",Sportswear,1
Tenis FA Experiment 1,Unknown,Hombre Originals,2
Tenis Nebzed Cloudfoam,"$1,499",Hombre Sportswear,2
Calzado de Fútbol Copa Sense.4 Multiterreno,Unknown,Fútbol,1
Calzado de Fútbol X Speedflow.4 Multiterreno,Unknown,Fútbol,1
Calzado de Fútbol X Ghosted+ Terreno Firme,Unknown,Fútbol,1
Tenis Stan Smith Recon,"$2,047",Hombre Originals,3
Tenis Forum 84 Low ADV,Unknown,Originals,2
Tenis adidas 4DFWD x Parley,Unknown,Running,3
Tenis Y-3 Shiku Run,Unknown,Y-3,1
Tenis adidas SLTN,"$2,599",Originals,5
Tenis NMD_R1,"$3,299",Hombre Originals,31
Tenis Nitrocharge,Unknown,Hombre Sportswear,1
Tenis NMD_R1,"$3,299",Hombre Originals,31
Tenis Nitrocharge,Unknown,Hombre Sportswear,1
Tenis NMD_R1 V3,Unknown,Originals,14
Tenis Adizero Takumi Sen 8,"$4,299",Running,1
Tenis Donovan Mitchell D.O.N. Issue #2,Unknown,Hombre Basketball,1
Calzado de fútbol Predator Accuracy Injection.3 Terreno Firme,"$2,299",Fútbol,1
NMD_R1,Unknown,Hombre Originals,31
Calzado de Fútbol X Crazyfast.1 Sin Cordones Terreno Suave,"$7,999",Fútbol,1
Tenis adidas Clubcourt,Unknown,Hombre Sportswear,1
Tenis OZWEEGO Pure,"$2,799",Hombre Originals,5
Tenis OZWEEGO Pure,"$2,799",Hombre Originals,5
Tenis Matchbreak Super,Unknown,Originals,4
Tenis Response Run,Unknown,Hombre Running,3
Tenis ZX 22 BOOST,Unknown,Hombre Originals,3
Tenis Pharrell Williams Sobakov 2.0,Unknown,Hombre Originals,1
Tenis OZWEEGO Pure,"$2,799",Originals,5
TOP TEN RB,Unknown,Hombre Originals,12
Sandalias Y-3 Notoma,Unknown,Y-3,1
Tenis Response Run,Unknown,Hombre Running,3
Tenis Seeley,Unknown,Hombre Originals,1
Tenis Adizero Adios 5 TYO,Unknown,Running,1
Tenis Falcon,"$2,199",Originals,9
Tenis Astir,"$2,599",Originals,7
Tenis Y-3 Ajatu Run,Unknown,Y-3,1
NY 90 W,"$1,699",Originals,5
Tenis Retropy F2,"$1,999",Originals,4
Tenis Supernova 2.0,Unknown,Running,4
Tenis OZNOVA,Unknown,Originals,3
Tenis X9000L1,"$1,599",Hombre Sportswear,1
Tenis NMD_V3,Unknown,Originals,14
Tenis X9000L2,"$2,299",Sportswear,3
Calzado de fútbol Copa Pure Injection.3 Terreno Firme,"$2,199",Fútbol,1
Tenis adidas SLTN,Unknown,Hombre Originals,5
Tenis OZWEEGO Pure,"$2,799",Hombre Originals,5
Tenis Ozrah,Unknown,Hombre Originals,1
Tenis adidas x Allbirds,Unknown,Hombre Running,1
Tenis X9000L3,"$2,799",Hombre Sportswear,3
Tenis NMD_R1,Unknown,Originals,31
Tenis Top Ten,Unknown,Hombre Originals,1
OZELIA,Unknown,Hombre Originals,7
Tenis Breaknet,Unknown,Hombre Sportswear,1
Sandalias Adilette,$999,Hombre Originals,23
Tenis Adizero Adios 7,"$3,599",Hombre Running,1
Tenis Galaxar Run,"$1,899",Hombre Running,2
Tenis X9000L2,"$2,299",Hombre Sportswear,3
Tenis Retropy F2,"$1,029",Originals,4
Tenis Courtblock,"$1,199",Sportswear,10
Tenis X_PLR Phase,"$1,655",Sportswear,4
Tenis X9000L2,Unknown,Sportswear,2
Calzado de Fútbol Predator Edge.1 Low Terreno Firme,"$6,999",Fútbol,1
Tenis ZX 22 BOOST,Unknown,Originals,3
Tenis Nebzed Cloudfoam,"$1,499",Hombre Sportswear,2
Tenis Supernova+,Unknown,Hombre Running,3
Tenis Questar Flow NXT,"$1,599",Hombre Sportswear,1
Calzado de Fútbol X Speedflow+ Terreno blando,Unknown,Fútbol,1
Tenis Galaxar Run,"$1,899",Hombre Running,2
Tenis X9000L4,"$3,299",Hombre Sportswear,1
Tenis AlphaEdge +,"$1,599",Sportswear,6
Tenis Questar,"$1,899",Hombre Running,7
GAZELLE,"$1,784",Originals,14
Sandalias Adilette,$999,Hombre Originals,23
Tenis Ventice Climacool,Unknown,Hombre Sportswear,1
Tenis Run Falcon 2.0,"$1,299",Running,5
Tenis Lite Racer 2.0 RBN,Unknown,Hombre Sportswear,1
